Title,Year,Certificate,Length,Genre,Rating
Strangerland,2015,PG-13,112,"Drama, Mystery, Thriller            ",5.2
Space Mutiny,1988,PG-13,91,"Action, Adventure, Romance            ",2.0
Strike!,1998,R,97,Comedy            ,6.6
Six-String Samurai,1998,Not Rated,91,"Action, Adventure, Comedy            ",6.4
The Wash,2001,PG-13,93,Comedy            ,4.8
Color Me Kubrick,2005,R,86,"Comedy, Drama            ",6.1
Atlas Shrugged II: The Strike,2012,Approved,111,"Drama, Mystery, Sci-Fi            ",5.3
Nice Dreams,1981,PG,88,"Comedy, Crime            ",6.1
Paris When It Sizzles,1964,R,110,"Comedy, Romance            ",6.3
The Paper Chase,1973,Not Rated,113,"Comedy, Drama            ",7.2
Fateless,2005,Not Rated,140,"Drama, Romance, War            ",7.0
The Loneliness of the Long Distance Runner,1962,R,104,"Drama, Sport            ",7.5
Botched,2007,TV-14,95,Thriller            ,5.6
Ghost Story,1981,Not Rated,110,"Drama, Horror, Thriller            ",6.3
Evangelion: 3.0 You Can (Not) Redo,2012,R,96,"Animation, Action, Drama            ",6.9
Earth,1998,R,110,"Drama, Romance, War            ",7.6
Bones,2001,R,96,"Crime, Horror            ",4.4
The Cavemans Valentine,2001,PG,105,"Crime, Drama, Music            ",5.8
The Friends of Eddie Coyle,1973,R,102,"Crime, Drama            ",7.4
The Story of Adele H,1975,Not Rated,96,"Biography, Drama, History            ",7.2
Twin Sisters,2002,R,137,"Drama, Romance, War            ",7.4
Leolo,1992,G,107,"Comedy, Drama, Fantasy            ",7.4
Exit to Eden,1994,Approved,113,"Comedy, Crime, Romance            ",4.2
Cats Dont Dance,1997,R,75,"Animation, Comedy, Family            ",6.9
The Spirit of St. Louis,1957,R,135,"Adventure, Biography, Drama            ",7.1
Let Sleeping Corpses Lie,1974,R,95,Horror            ,6.8
Little Odessa,1994,Not Rated,98,"Crime, Drama            ",6.7
Havana,1990,Not Rated,144,"Drama, Romance, War            ",6.1
The Crowd,1928,Not Rated,98,"Drama, Romance            ",8.1
Border,1997,Not Rated,176,"Action, Drama, History            ",7.9
Kabali,2016,Not Rated,153,"Action, Crime, Drama            ",6.1
Don,1978,Not Rated,166,"Action, Crime, Thriller            ",7.7
Athadu,2005,Not Rated,172,"Action, Crime, Drama            ",8.2
Anbe Sivam,2003,Not Rated,160,"Adventure, Comedy, Drama            ",8.6
Howl,2015,Not Rated,92,"Action, Fantasy, Horror            ",5.5
Manam,2014,Approved,163,"Comedy, Drama, Fantasy            ",8.0
Dead Rising: Watchtower,2015,Not Rated,118,"Action, Horror            ",5.2
The Day of the Triffids,1963,R,93,"Horror, Sci-Fi            ",6.1
Its Entertainment,2014,PG-13,140,"Action, Comedy, Drama            ",4.5
Phantasm III: Lord of the Dead,1994,Unrated,91,"Action, Fantasy, Horror            ",6.0
The Company,2003,Not Rated,112,"Drama, Music, Romance            ",6.2
The Strange Love of Martha Ivers,1946,PG-13,116,"Drama, Film-Noir, Romance            ",7.4
The Anomaly,2014,Passed,97,"Action, Mystery, Sci-Fi            ",4.7
Roll Bounce,2005,Not Rated,112,"Comedy, Drama, Music            ",6.2
Propaganda,1999,Approved,120,"Comedy, Drama, History            ",7.1
Camille,1936,R,109,"Drama, Romance            ",7.3
Dasavatharam,2008,R,188,"Action, Adventure, Drama            ",7.3
The 300 Spartans,1962,R,114,"Adventure, Drama, History            ",6.5
I Capture the Castle,2003,Not Rated,113,"Drama, Romance            ",6.8
Japanese Story,2003,R,106,"Drama, Romance            ",6.8
Adult Beginners,2014,R,92,"Comedy, Drama            ",5.6
ABCs of Death 2,2014,R,125,"Comedy, Horror            ",5.4
White Sands,1992,Unrated,101,"Action, Crime, Drama            ",6.0
The Milk of Sorrow,2009,R,94,"Drama, Music            ",6.7
Tanguy,2001,PG,108,Comedy            ,6.4
La Chèvre,1981,PG,91,"Adventure, Comedy, Crime            ",7.3
The Minus Man,1999,PG,111,"Crime, Drama, Mystery            ",6.1
Silent Night,2012,Not Rated,94,"Comedy, Horror, Mystery            ",5.2
Sauna,2008,R,83,"Drama, Horror, Mystery            ",6.2
At Any Price,2012,R,105,"Drama, Sport, Thriller            ",5.7
Clifford,1994,PG-13,90,Comedy            ,5.4
The In-Laws,1979,PG-13,103,"Action, Adventure, Comedy            ",7.3
F.I.S.T.,1978,R,145,"Crime, Drama, Thriller            ",6.4
Thani Oruvan,2015,Not Rated,160,"Action, Crime, Thriller            ",8.4
How to Rob a Bank (and 10 Tips to Actually Get Away with It),2007,R,81,"Comedy, Crime, Mystery            ",6.0
10th & Wolf,2006,Not Rated,107,"Crime, Drama, Thriller            ",6.3
Happy Birthday to Me,1981,R,110,"Horror, Mystery, Thriller            ",6.0
Lost & Found,1999,NC-17,100,"Comedy, Romance            ",5.1
Hope Springs,2003,PG-13,92,"Comedy, Romance            ",5.4
Game of Death,2011,R,98,"Action, Adventure, Thriller            ",4.7
Panic Button,2011,Not Rated,96,"Horror, Thriller            ",5.3
Atanarjuat: The Fast Runner,2001,PG,172,Drama            ,7.4
The Stendhal Syndrome,1996,R,113,"Horror, Mystery, Thriller            ",6.0
Mambo Italiano,2003,R,99,"Comedy, Drama, Romance            ",6.7
Bad Influence,1990,R,99,"Drama, Thriller            ",6.3
Mr. Jones,1993,R,114,"Drama, Romance            ",5.8
Queen Christina,1933,Approved,99,"Biography, Drama, Romance            ",7.5
Pride,2007,PG,104,"Drama, Sport            ",6.3
The Big Clock,1948,Not Rated,95,"Crime, Drama, Film-Noir            ",7.6
Crows Zero,2007,R,130,"Action, Comedy, Crime            ",7.0
Chi-Raq,2015,R,127,"Comedy, Crime, Drama            ",5.9
Citadel,2012,Not Rated,84,"Drama, Horror, Thriller            ",5.5
Srimanthudu,2015,PG-13,158,"Action, Drama            ",7.5
Unfinished Song,2012,R,90,"Comedy, Drama, Music            ",6.9
Penny Dreadful,2006,Passed,92,"Horror, Mystery, Thriller            ",4.8
The Cocoanuts,1929,Approved,96,"Comedy, Musical, Romance            ",6.8
The Fallen Idol,1948,PG,95,"Drama, Film-Noir, Mystery            ",7.6
Return of the Killer Tomatoes!,1988,PG,98,"Comedy, Horror, Sci-Fi            ",5.2
Battle Beyond the Stars,1980,PG-13,104,"Action, Adventure, Sci-Fi            ",5.5
Under the Same Moon,2007,Approved,106,"Adventure, Drama            ",7.3
The Young Lions,1958,Not Rated,167,"Action, Drama, War            ",7.1
Farewell,2009,Not Rated,113,"Drama, Romance, Thriller            ",6.9
The Miracle of Bern,2003,Passed,118,"Drama, Sport            ",6.7
Delhi-6,2009,TV-MA,141,Drama            ,6.2
Tarzan the Ape Man,1932,R,100,"Action, Adventure, Romance            ",7.0
Berserk: The Golden Age Arc I - The Egg of the King,2012,Not Rated,76,"Animation, Action, Adventure            ",7.5
Beautiful Boy,2010,R,100,Drama            ,6.6
North Sea Texas,2011,Not Rated,98,"Drama, Romance            ",7.1
Hideous Kinky,1998,R,98,"Adventure, Drama, Romance            ",6.0
Jour de Fête,1949,R,70,Comedy            ,7.2
About Alex,2014,R,99,Drama            ,6.3
Bounty Killer,2013,PG,92,"Action, Comedy, Sci-Fi            ",5.5
The Foreigner,2003,R,95,"Action, Thriller            ",3.4
The Dead,1987,R,83,Drama            ,7.2
Boulevard,2014,R,88,Drama            ,5.8
A Perfect Plan,2012,Passed,104,"Adventure, Comedy, Romance            ",6.3
Çiçek Abbas,1982,Unrated,87,"Comedy, Drama, Romance            ",8.0
Try Seventeen,2002,R,93,"Comedy, Drama            ",6.0
The Mating Habits of the Earthbound Human,1999,PG,88,"Comedy, Sci-Fi            ",6.3
Sons of the Desert,1933,Not Rated,68,"Comedy, Family            ",7.5
The Butcher,1970,Not Rated,93,"Drama, Thriller            ",7.3
Suck Me Shakespeer 2,2015,PG,115,Comedy            ,5.9
The Oh in Ohio,2006,R,88,"Comedy, Drama, Romance            ",5.5
Neseli Günler,1978,Passed,95,"Comedy, Drama, Family            ",8.7
McHales Navy,1997,PG-13,108,"Action, Comedy            ",4.5
The Bitter Tears of Petra von Kant,1972,R,124,"Drama, Romance            ",7.6
Kidnapped,2010,R,85,"Action, Horror, Thriller            ",6.4
Red Sun,1971,R,112,"Action, Drama, Western            ",6.8
Happy Christmas,2014,Approved,82,"Comedy, Drama            ",5.4
The Blue Dahlia,1946,R,96,"Crime, Film-Noir, Mystery            ",7.1
Scorched,2003,Not Rated,95,"Comedy, Crime            ",5.9
Trailer Park Boys: Countdown to Liquor Day,2009,R,102,"Comedy, Crime            ",7.3
The Hammer,2007,R,88,"Comedy, Romance, Sport            ",7.1
Investigation of a Citizen Above Suspicion,1970,Passed,115,"Crime, Drama            ",8.0
The Taming of The Shrew,1967,R,122,"Comedy, Drama, Romance            ",7.1
True Confessions,1981,PG-13,108,"Crime, Drama            ",6.3
Where Is the Friends House?,1987,PG-13,83,"Drama, Family            ",8.1
The Entitled,2011,R,91,"Crime, Thriller            ",6.1
Michael the Brave,1971,PG-13,203,"Action, Biography, Drama            ",8.5
Torch Song Trilogy,1988,R,120,"Comedy, Drama, Romance            ",7.8
Herbie Rides Again,1974,R,88,"Comedy, Family, Fantasy            ",5.7
The Amateurs,2005,PG-13,96,Comedy            ,6.2
The Butchers Wife,1991,PG-13,107,"Comedy, Fantasy, Romance            ",5.4
Agnes of God,1985,Not Rated,98,"Drama, Mystery            ",6.6
Fierce People,2005,PG-13,107,"Drama, Thriller            ",6.4
Girl in Progress,2012,R,93,"Comedy, Drama            ",5.6
The Damned,1969,R,157,"Drama, War            ",7.4
I Shot Andy Warhol,1996,Unrated,103,"Biography, Drama            ",6.6
Fatal Instinct,1993,R,91,"Comedy, Crime, Thriller            ",5.7
Oasis,2002,Unrated,133,"Drama, Romance            ",7.8
Big Ass Spider!,2013,R,80,"Action, Adventure, Comedy            ",5.3
Easy Money II: Hard to Kill,2012,Not Rated,99,"Action, Crime, Drama            ",6.2
Witless Protection,2008,R,97,"Comedy, Crime            ",3.4
Mo Money,1992,Approved,89,"Action, Comedy, Crime            ",5.5
Isolation,2005,R,95,"Horror, Sci-Fi, Thriller            ",5.6
A Patch of Blue,1965,PG,105,"Drama, Romance            ",8.0
Fortress 2: Re-Entry,2000,Not Rated,92,"Action, Sci-Fi            ",4.5
The Bells of St. Marys,1945,Not Rated,126,Drama            ,7.2
Inhale,2010,PG-13,83,"Drama, Thriller            ",6.5
Shootout at Lokhandwala,2007,R,122,"Action, Crime, Drama            ",7.1
Premature,2014,R,93,"Comedy, Drama, Fantasy            ",5.7
The Absent Minded Professor,1961,Not Rated,92,"Comedy, Family, Sci-Fi            ",6.7
Life During Wartime,2009,Approved,98,"Comedy, Drama            ",6.4
The Electric Horseman,1979,PG-13,121,"Comedy, Drama, Romance            ",6.4
Kandisha,2008,PG-13,91,"Crime, Fantasy, Horror            ",5.9
Veeram,2014,Not Rated,161,"Action, Drama            ",6.5
Stanley & Iris,1990,PG,104,"Drama, Romance            ",6.3
The Classic,2003,PG,127,"Drama, Romance            ",7.8
Gothic,1986,PG-13,87,"Drama, Fantasy, Horror            ",5.7
Endless Love,1981,Approved,116,"Drama, Romance            ",4.9
How Much Do You Love Me?,2005,PG-13,95,"Comedy, Drama, Romance            ",5.6
They Drive by Night,1940,Passed,95,"Crime, Drama, Film-Noir            ",7.2
Sinbad: The Fifth Voyage,2014,Unrated,89,"Action, Adventure, Fantasy            ",3.6
Im for the Hippopotamus,1979,Not Rated,92,"Action, Adventure, Comedy            ",6.6
Warriors of the Rainbow: Seediq Bale I,2011,Not Rated,144,"Action, Drama, History            ",7.5
Mission London,2010,R,107,Comedy            ,7.1
The Secret of the Grain,2007,R,151,Drama            ,7.4
Arthur Newman,2012,Not Rated,101,"Comedy, Drama            ",5.6
Berlin Blues,2003,PG-13,105,"Comedy, Drama            ",7.1
How Stella Got Her Groove Back,1998,R,124,"Comedy, Drama, Romance            ",5.7
Bangalore Days,2014,Approved,171,"Comedy, Drama, Romance            ",8.3
Fat Man and Little Boy,1989,R,127,"Biography, Drama, History            ",6.5
Yossi & Jagger,2002,R,65,"Drama, History, Romance            ",7.1
The Miracle of Morgans Creek,1943,PG-13,98,"Comedy, Romance, War            ",7.6
Bereavement,2010,G,103,"Crime, Horror, Thriller            ",5.0
Give em Hell Malone,2009,Not Rated,96,"Action, Adventure, Crime            ",5.8
Year of the Dog,2007,Not Rated,97,"Comedy, Drama            ",6.0
Little Nemo: Adventures in Slumberland,1989,R,85,"Animation, Adventure, Comedy            ",7.1
Stromberg - Der Film,2014,PG,123,Comedy            ,7.3
Assembly,2007,R,124,"Action, Biography, Drama            ",7.3
Nevada Smith,1966,PG-13,128,"Drama, Western            ",6.9
The Bridge,1959,Not Rated,103,"Drama, History, War            ",8.0
Lila & Eve,2015,PG,94,"Crime, Drama, Thriller            ",5.8
Evelyn,2002,R,94,Drama            ,7.0
While She Was Out,2008,R,86,"Crime, Drama, Thriller            ",4.8
Kenny,2006,R,99,Comedy            ,7.2
A Christmas Tale,2008,R,150,"Comedy, Drama            ",7.0
A Tree Grows in Brooklyn,1945,PG-13,129,"Drama, Family, Romance            ",8.0
Freaks of Nature,2015,Passed,92,"Comedy, Horror, Sci-Fi            ",5.9
Potato Salad,2015,Not Rated,81,"Comedy, Horror            ",1.3
Seconds Apart,2011,Approved,89,"Horror, Thriller            ",5.6
Consenting Adults,1992,PG,99,"Crime, Drama, Mystery            ",5.7
The Clinic,2010,PG,94,"Crime, Horror, Mystery            ",5.3
Loverboy,1989,Approved,98,Comedy            ,6.0
Island of Lost Souls,1932,Not Rated,70,"Film-Noir, Horror, Sci-Fi            ",7.4
Ajnabee,2001,Not Rated,165,"Action, Crime, Drama            ",6.3
Crossfire,1947,R,86,"Crime, Drama, Film-Noir            ",7.3
Wild America,1997,Not Rated,106,"Action, Adventure, Comedy            ",6.3
Dragon Tiger Gate,2006,Approved,94,"Action, Fantasy, Thriller            ",6.1
A Turtles Tale: Sammys Adventures,2010,Not Rated,88,"Animation, Adventure, Family            ",6.0
Sink the Bismarck!,1960,Not Rated,97,"Action, Drama, History            ",7.1
In Bloom,2013,Not Rated,102,Drama            ,7.3
Journey to Italy,1954,R,97,"Drama, Romance            ",7.3
Nico and Dani,2000,R,91,"Comedy, Drama, Romance            ",6.7
Baaria,2009,Approved,163,"Comedy, Drama            ",6.9
The Three Faces of Eve,1957,R,91,"Drama, Mystery            ",7.2
The Old Man and the Sea,1958,R,86,"Adventure, Drama            ",6.9
"Ugly, Dirty and Bad",1976,G,115,"Comedy, Drama            ",7.7
The Survivalist,2015,Not Rated,104,"Drama, Sci-Fi, Thriller            ",6.4
Dark Was the Night,2014,Not Rated,99,"Drama, Horror, Thriller            ",5.6
Black Robe,1991,TV-14,101,"Adventure, Drama, War            ",7.1
The Unsaid,2001,Not Rated,111,"Crime, Drama, Mystery            ",6.6
Three Men and a Leg,1997,PG-13,100,Comedy            ,7.7
...And God Created Woman,1956,R,90,"Drama, Romance            ",6.3
Tormented,2009,R,91,"Comedy, Horror, Mystery            ",5.1
A Summer in Genoa,2008,R,93,"Drama, Mystery, Romance            ",6.0
A King in New York,1957,R,105,"Comedy, Drama            ",7.0
The Wind Will Carry Us,1999,Not Rated,118,Drama            ,7.4
The Fire Within,1963,Not Rated,108,Drama            ,7.9
Khoobsurat,2014,R,130,"Comedy, Romance            ",6.4
My Afternoons with Margueritte,2010,PG-13,82,"Comedy, Drama            ",7.2
Valley of the Dolls,1967,PG-13,123,"Drama, Music, Romance            ",6.0
The Cassandra Crossing,1976,Approved,129,"Drama, Thriller            ",6.3
The Handmaids Tale,1990,Unrated,108,"Drama, Romance, Sci-Fi            ",6.0
When Night Is Falling,1995,PG,94,"Drama, Romance            ",6.5
Harrisons Flowers,2000,PG,121,"Drama, Romance, War            ",7.1
King Kong vs. Godzilla,1963,PG-13,91,"Action, Adventure, Fantasy            ",5.7
French Fried Vacation 2,1979,R,90,Comedy            ,7.4
Julien Donkey-Boy,1999,Not Rated,94,"Comedy, Drama            ",6.7
Hunter Prey,2010,TV-PG,88,"Sci-Fi, Thriller            ",5.8
Gotcha!,1985,Not Rated,101,"Action, Comedy, Mystery            ",6.2
Frontera,2014,Not Rated,103,"Drama, Thriller, Western            ",6.6
Saturday Night and Sunday Morning,1960,Not Rated,89,"Drama, Romance            ",7.5
Dear Diary,1993,Not Rated,100,"Biography, Comedy, Drama            ",7.2
Larger Than Life,1996,Not Rated,93,"Comedy, Family            ",5.6
Eddie and the Cruisers,1983,R,95,"Drama, Music, Mystery            ",6.9
You May Not Kiss the Bride,2011,R,99,"Action, Comedy, Crime            ",5.4
Straight Time,1978,Not Rated,114,"Crime, Drama            ",7.4
Third Star,2010,PG,92,Drama            ,7.3
Tad: The Lost Explorer,2012,Not Rated,92,"Animation, Adventure, Comedy            ",5.9
Godzilla: King of the Monsters!,1956,Not Rated,80,"Action, Horror, Sci-Fi            ",6.3
Cobra Verde,1987,R,111,"Adventure, Drama            ",6.9
At the Devils Door,2014,PG-13,91,Horror            ,4.8
Goodbye World,2013,Unrated,99,"Comedy, Drama            ",5.4
A Dirty Carnival,2006,PG-13,140,"Action, Crime, Drama            ",7.3
Shirley Valentine,1989,Unrated,108,"Comedy, Drama, Romance            ",7.2
K2,1991,Not Rated,104,"Adventure, Drama, Sport            ",6.2
Evidence,2013,PG-13,94,"Crime, Mystery, Thriller            ",5.3
Love in Another Language,2009,Not Rated,98,Drama            ,7.3
Shorts,2009,Not Rated,89,"Adventure, Comedy, Family            ",4.7
Rock the Kasbah,2015,R,106,"Comedy, Music, War            ",5.5
Pokkiri,2007,Not Rated,161,"Action, Crime, Thriller            ",7.5
Chupke Chupke,1975,Not Rated,146,"Comedy, Drama, Romance            ",8.3
Barefoot Gen,1983,TV-PG,83,"Animation, Biography, Drama            ",8.0
Intruders,2015,R,90,"Drama, Horror, Thriller            ",5.7
Pokemon 4Ever: Celebi - Voice of the Forest,2001,G,75,"Animation, Action, Adventure            ",5.7
The Unforgiven,1960,Approved,125,"Drama, Romance, Western            ",6.6
Hardcore,1979,R,108,"Crime, Drama            ",7.0
Libeled Lady,1936,Passed,98,"Comedy, Romance            ",7.8
The Talk of the Town,1942,Approved,118,"Comedy, Drama, Romance            ",7.5
Desperate Hours,1990,R,105,"Action, Crime, Drama            ",5.4
Altar,2014,Not Rated,95,"Horror, Mystery            ",4.9
Veer,2010,Not Rated,169,"Action, Adventure, Drama            ",4.6
Der Tunnel,2001,Not Rated,150,"Drama, History, Thriller            ",7.7
Hara-Kiri: Death of a Samurai,2011,Not Rated,128,Drama            ,7.3
Branded to Kill,1967,R,91,"Action, Crime, Drama            ",7.2
Madhouse,2004,Not Rated,91,"Horror, Thriller            ",5.4
Ek Main Aur Ekk Tu,2012,R,110,"Comedy, Drama, Romance            ",5.8
Frances,1982,R,140,"Biography, Drama, Romance            ",7.2
Thriller: A Cruel Picture,1973,R,104,"Action, Crime, Drama            ",6.4
Children of the Corn III: Urban Harvest,1995,PG-13,92,"Horror, Thriller            ",4.3
Major Dundee,1965,Not Rated,123,"Adventure, Drama, War            ",6.7
Summer Hours,2008,G,103,"Drama, Family            ",7.1
3096 Tage,2013,R,111,"Biography, Crime, Drama            ",6.5
Darby OGill and the Little People,1959,Passed,93,"Adventure, Family, Fantasy            ",7.1
Bad Milo,2013,Passed,85,"Comedy, Horror            ",5.7
Gold Diggers of 1933,1933,Unrated,97,"Comedy, Drama, Musical            ",7.7
Bride of the Monster,1955,R,69,"Horror, Sci-Fi            ",4.1
The 4th Man,1983,Not Rated,102,"Drama, Mystery, Thriller            ",7.2
The Tripper,2006,R,93,"Comedy, Horror            ",5.0
Once Upon a Time in Mumbaai Dobara,2013,Passed,160,"Action, Crime, Drama            ",4.4
The Moth Diaries,2011,Not Rated,82,"Drama, Fantasy, Horror            ",4.9
Random Harvest,1942,PG-13,126,"Drama, Romance            ",7.9
Dont Look Back,2009,Not Rated,111,"Drama, Horror, Mystery            ",5.8
Kutsal Damacana,2007,PG,105,"Comedy, Fantasy, Horror            ",5.1
Space Truckers,1996,R,95,"Adventure, Comedy, Sci-Fi            ",5.4
A Time for Drunken Horses,2000,PG-13,80,"Drama, War            ",7.7
Electric Dreams,1984,Passed,95,"Comedy, Drama, Music            ",6.4
The Emperor and the Assassin,1998,R,162,"Drama, History, Romance            ",7.2
"Wacky Class 3,5",2005,R,98,"Comedy, Thriller            ",2.9
White Nights,1985,Unrated,136,"Drama, Music            ",6.6
A Star Is Born,1937,R,111,"Drama, Romance            ",7.3
Soul Food,1997,Approved,115,"Comedy, Drama            ",7.0
Napoleon,1927,Not Rated,330,"Biography, Drama, History            ",8.2
Ms .45,1981,Not Rated,80,"Crime, Drama, Thriller            ",6.8
Angry Video Game Nerd: The Movie,2014,R,115,"Adventure, Comedy, Sci-Fi            ",5.5
Under Fire,1983,Not Rated,128,"Drama, War            ",7.0
The Gay Divorcee,1934,PG,107,"Comedy, Musical, Romance            ",7.4
Kambakkht Ishq,2009,PG,142,"Action, Comedy, Romance            ",3.8
Matru Ki Bijlee Ka Mandola,2013,R,151,"Comedy, Drama            ",5.6
Storm Warning,2007,Not Rated,86,"Horror, Thriller            ",5.8
The Official Story,1985,R,112,"Drama, History            ",7.7
The Life and Times of Judge Roy Bean,1972,PG,120,"Comedy, Drama, Romance            ",6.8
Pure Luck,1991,Not Rated,96,"Comedy, Crime, Mystery            ",5.8
Windstruck,2004,R,123,"Comedy, Crime, Drama            ",7.1
The Woman Next Door,1981,Not Rated,106,"Drama, Romance            ",7.2
The Color of Pomegranates,1969,R,79,"Biography, Drama, History            ",7.6
The Hit,1984,PG-13,98,"Crime, Drama, Thriller            ",7.0
Fat City,1972,Not Rated,96,"Drama, Sport            ",7.3
Vengeance,2009,Approved,108,"Action, Crime, Thriller            ",6.6
The Claim,2000,Not Rated,120,"Drama, Romance, Western            ",6.3
Bunny Lake Is Missing,1965,Not Rated,107,"Drama, Mystery, Thriller            ",7.3
Dead & Breakfast,2004,PG,88,"Comedy, Fantasy, Horror            ",5.7
Gleaming the Cube,1989,Approved,105,"Action, Drama, Mystery            ",6.2
Beginning of the Great Revival,2011,R,124,"Drama, History            ",3.1
Sweet Bird of Youth,1962,Passed,120,"Drama, Romance            ",7.2
Somers Town,2008,Not Rated,71,"Comedy, Drama            ",6.8
The Bank Dick,1940,PG-13,72,Comedy            ,7.1
The Meteor Man,1993,TV-PG,100,"Action, Comedy, Fantasy            ",5.2
Invaders from Mars,1953,Not Rated,78,"Horror, Sci-Fi            ",6.2
Wake in Fright,1971,PG,109,"Drama, Thriller            ",7.6
The Old Dark House,1932,R,72,"Adventure, Comedy, Drama            ",7.0
"Dr. Mabuse, the Gambler",1922,R,242,"Crime, Mystery, Thriller            ",7.8
Asterix and the Big Fight,1989,Not Rated,81,"Animation, Adventure, Comedy            ",6.4
The Remaining,2014,R,88,"Drama, Horror, Mystery            ",4.3
The Terror,1963,Not Rated,81,"Horror, Thriller            ",5.0
Delirious,2006,R,107,"Comedy, Drama, Romance            ",6.4
Cloak & Dagger,1984,Not Rated,101,"Action, Adventure, Crime            ",6.6
Looking for Mr. Goodbar,1977,PG,136,Drama            ,6.7
Mishima: A Life in Four Chapters,1985,G,120,"Biography, Drama            ",7.9
What If...,2012,Unrated,111,"Drama, Romance            ",6.9
In Secret,2013,PG,107,"Crime, Drama, Thriller            ",6.1
How I Ended This Summer,2010,Not Rated,130,Drama            ,6.9
Davaro: Son Eskiya,1981,PG-13,94,"Adventure, Comedy, Drama            ",8.1
Barely Legal,2003,Not Rated,90,Comedy            ,4.7
A.C.A.B. - All Cops Are Bastards,2012,Not Rated,112,"Action, Crime, Drama            ",6.6
LArgent,1983,TV-14,85,"Crime, Drama            ",7.4
Welcome to the South,2010,Not Rated,102,Comedy            ,6.6
Nirvana,1997,R,113,"Action, Drama, Sci-Fi            ",6.1
Othello,1951,Approved,90,"Drama, Romance            ",7.5
Lightning Jack,1994,PG-13,98,"Comedy, Western            ",5.5
Krabat,2008,PG-13,120,"Drama, Fantasy, Thriller            ",6.1
Overnight Delivery,1998,PG,87,"Comedy, Romance            ",6.1
The Swarm,1978,R,116,"Horror, Thriller            ",4.5
Rolling Thunder,1977,TV-MA,95,"Crime, Drama, Thriller            ",6.9
Rurouni Kenshin: The Legend Ends,2014,PG,134,"Action, Adventure, Drama            ",7.5
Cops and Robbersons,1994,PG-13,93,"Comedy, Crime, Thriller            ",5.2
Thesis on a Homicide,2013,R,106,"Crime, Mystery, Thriller            ",6.3
Mon meilleur ami,2006,Not Rated,94,Comedy            ,6.6
The Cabbage Soup,1981,R,102,"Comedy, Drama, Sci-Fi            ",6.5
Polyester,1981,R,86,Comedy            ,7.0
A Somewhat Gentle Man,2010,R,113,"Comedy, Crime, Drama            ",6.9
Jug Face,2013,R,81,"Drama, Horror, Thriller            ",5.3
Hunt to Kill,2010,Not Rated,98,"Action, Thriller            ",5.1
Autopsy,2008,G,84,"Horror, Mystery, Thriller            ",5.0
The Lonely Guy,1984,Not Rated,90,"Comedy, Romance            ",6.2
Peppermint Candy,1999,R,129,Drama            ,7.6
Adventures in Zambezia,2012,R,83,"Animation, Adventure, Comedy            ",5.7
Honey,2010,PG-13,103,Drama            ,7.1
Black Sunday,1977,TV-14,143,"Adventure, Crime, Drama            ",6.8
Skin Trade,2014,PG-13,96,"Action, Crime, Thriller            ",5.6
If Looks Could Kill,1991,PG-13,88,"Action, Comedy            ",5.8
Dragons Forever,1988,R,102,"Action, Comedy, Romance            ",7.1
Blue Sky,1994,R,101,"Drama, Romance            ",6.4
Fear X,2003,PG,91,Thriller            ,6.0
Reincarnation,2005,PG,96,"Horror, Mystery            ",6.1
Jack Brooks: Monster Slayer,2007,PG-13,85,"Action, Comedy, Horror            ",5.9
Anne of the Thousand Days,1969,Unrated,145,"Biography, Drama, History            ",7.4
A Cop,1972,PG,98,"Crime, Thriller            ",7.0
Beyaz Melek,2007,PG,115,Drama            ,6.5
Tadpole,2002,R,78,"Comedy, Drama, Romance            ",6.2
Dementia 13,1963,Not Rated,75,"Horror, Thriller            ",5.7
Invaders from Mars,1986,R,100,"Horror, Sci-Fi            ",5.5
Bogus,1996,GP,110,"Comedy, Family, Fantasy            ",5.3
Highway,2002,Not Rated,97,"Crime, Drama            ",6.1
Shaitan,2011,Approved,121,"Action, Crime, Drama            ",7.2
Haunted,1995,Unrated,108,"Drama, Horror            ",6.2
Lets Scare Jessica to Death,1971,Not Rated,89,"Drama, Horror, Mystery            ",6.4
Trouble Every Day,2001,Not Rated,101,"Drama, Horror, Thriller            ",5.9
Kiss of Death,1947,PG,99,"Crime, Drama, Film-Noir            ",7.4
Beau travail,1999,R,92,"Drama, War            ",7.3
The Gendarme and the Extra-Terrestrials,1979,Not Rated,96,"Comedy, Crime, Sci-Fi            ",6.2
Vivah,2006,Passed,160,"Drama, Musical, Romance            ",6.6
Marriage Italian Style,1964,Not Rated,102,"Comedy, Drama, Romance            ",7.4
Fluke,1995,PG-13,96,"Drama, Family, Fantasy            ",6.6
Women in Trouble,2009,PG-13,92,"Comedy, Drama            ",5.6
Fear and Desire,1952,PG-13,62,"Drama, Thriller, War            ",5.3
Young Mr. Lincoln,1939,R,100,"Biography, Drama, History            ",7.5
Criminal Activities,2015,R,94,"Crime, Drama, Thriller            ",5.8
Sparkle,2012,Not Rated,116,"Drama, Music            ",5.7
The Wendell Baker Story,2005,PG-13,99,"Comedy, Drama, Romance            ",5.5
Molière,2007,R,120,"Biography, Comedy            ",7.1
Prince of the City,1981,PG,167,"Crime, Drama            ",7.4
Deceiver,1997,Approved,106,"Crime, Drama, Mystery            ",6.5
Kolpaçino,2009,Not Rated,98,Comedy            ,6.5
Accattone,1961,R,117,Drama            ,7.6
The Best of Times,1986,PG,104,"Comedy, Drama, Sport            ",6.0
